year,artist,title,rating,votes,album_length,tracks,avg_song_length,subgenre,style,country,city,state,state_pop
2005,Oceansize,Everyone Into Position,4.01,570,69.55,11,6.32,indie,Alternative Rock,United Kingdom,Manchester,North West (England),7516113
2003,Oceansize,Effloresce,4.21,675,75.48,12,6.29,indie,Post Rock,United Kingdom,Manchester,North West (England),7516113
2003,Oceansize,Effloresce,4.21,675,75.48,12,6.29,indie,Alternative Rock,United Kingdom,Manchester,North West (England),7516113
2003,Oceansize,Effloresce,4.21,675,75.48,12,6.29,classic,Space Rock,United Kingdom,Manchester,North West (England),7516113
2003,Oceansize,Effloresce,4.21,675,75.48,12,6.29,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
2000,One Minute Silence,Buy Now...Saved Later,3.63,46,57.62,14,4.12,metal,Nu Metal,United Kingdom,London,London,8855333
2007,Onslaught,Killing Peace,3.7,64,44.12,9,4.9,metal,Thrash,United Kingdom,Bristol,South West (England),5764881
1986,Onslaught,The Force,4.06,120,46.02,7,6.57,metal,Thrash,United Kingdom,Bristol,South West (England),5764881
1986,Onslaught,The Force,4.06,120,46.02,7,6.57,metal,Heavy Metal,United Kingdom,Bristol,South West (England),5764881
1985,Onslaught,Power From Hell,3.81,81,48.99,14,3.5,metal,Speed Metal,United Kingdom,Bristol,South West (England),5764881
1985,Onslaught,Power From Hell,3.81,81,48.99,14,3.5,metal,Death Metal,United Kingdom,Bristol,South West (England),5764881
1985,Onslaught,Power From Hell,3.81,81,48.99,14,3.5,metal,Thrash,United Kingdom,Bristol,South West (England),5764881
2002,Orange Goblin,Coup De Grace,3.26,54,51.2,12,4.27,metal,Stoner Rock,United Kingdom,London,London,8855333
2007,Orange Goblin,Healing Through Fire,3.48,48,43.77,9,4.86,metal,Stoner Rock,United Kingdom,London,London,8855333
2004,Orange Goblin,Thieving From The House Of God,3.65,42,47.61,11,4.33,metal,Stoner Rock,United Kingdom,London,London,8855333
2004,Orange Goblin,Thieving From The House Of God,3.65,42,47.61,11,4.33,metal,Hard Rock,United Kingdom,London,London,8855333
2000,Orange Goblin,The Big Black,3.76,80,48.3,10,4.83,metal,Hard Rock,United Kingdom,London,London,8855333
1997,Orange Goblin,Frequencies From Planet Ten,3.96,118,47.47,11,4.32,metal,Stoner Rock,United Kingdom,London,London,8855333
1998,Orange Goblin,Time Travelling Blues,3.84,101,71.08,9,7.9,metal,Stoner Rock,United Kingdom,London,London,8855333
1998,Orange Goblin,Time Travelling Blues,3.84,101,71.08,9,7.9,metal,Heavy Metal,United Kingdom,London,London,8855333
2000,Orange Goblin,The Big Black,3.76,80,48.3,10,4.83,metal,Stoner Rock,United Kingdom,London,London,8855333
1997,Orange Goblin,Frequencies From Planet Ten,3.96,118,47.47,11,4.32,metal,Hard Rock,United Kingdom,London,London,8855333
1982,Orange Juice,Rip It Up,3.71,42,41.3,10,4.13,punk,Post-Punk,United Kingdom,Bearsden,Scotland,2683040
1982,Orange Juice,You Can't Hide Your Love Forever,3.59,63,37.97,13,2.92,punk,Post-Punk,United Kingdom,Bearsden,Scotland,2683040
1971,Osibisa,Osibisa,3.8,23,41.6,7,5.94,classic,Prog Rock,United Kingdom,London,London,8855333
1999,Ozric Tentacles,Waterfall Cities,4.07,87,57.57,7,8.22,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
2000,Ozric Tentacles,The Hidden Step,3.98,51,47.83,7,6.83,classic,Prog Rock,United Kingdom,Glastonbury,South West (England),5764881
2000,Ozric Tentacles,The Hidden Step,3.98,51,47.83,7,6.83,classic,Psychedelic Rock,United Kingdom,Glastonbury,South West (England),5764881
2006,Ozric Tentacles,The Floor's Too Far Away,3.4,26,58.43,10,5.84,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
2004,Ozric Tentacles,Spirals in Hyperspace,3.54,38,69.6,9,7.73,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1997,Ozric Tentacles,Curious Corn,3.96,58,46.38,7,6.63,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
2009,Ozric Tentacles,The Yumyum Tree,3.43,51,53.1,8,6.64,classic,Prog Rock,United Kingdom,Glastonbury,South West (England),5764881
2009,Ozric Tentacles,The Yumyum Tree,3.43,51,53.1,8,6.64,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
2000,Ozric Tentacles,The Hidden Step,3.98,51,47.83,7,6.83,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1994,Ozric Tentacles,Arborescence,4.07,109,49.25,8,6.16,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1991,Ozric Tentacles,Strangeitude,4.03,107,46.4,7,6.63,classic,Psychedelic Rock,United Kingdom,Glastonbury,South West (England),5764881
1991,Ozric Tentacles,Strangeitude,4.03,107,46.4,7,6.63,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1990,Ozric Tentacles,Erpland,4.06,140,73.85,12,6.15,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1989,Ozric Tentacles,Pungent Effulgent,4.03,84,41.3,7,5.9,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1988,Ozric Tentacles,Sliding Gliding Worlds,3.78,25,62.44,15,4.16,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1986,Ozric Tentacles,There Is Nothing,3.38,20,72.18,14,5.16,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1985,Ozric Tentacles,Tantric Obstacles,3.16,22,60.98,15,4.07,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1985,Ozric Tentacles,Tantric Obstacles,3.16,22,60.98,15,4.07,classic,Psychedelic Rock,United Kingdom,Glastonbury,South West (England),5764881
1985,Ozric Tentacles,Erpsongs,3.3,30,61.62,14,4.4,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
1993,Ozric Tentacles,Jurassic Shift,4.16,147,52.85,8,6.61,classic,Space Rock,United Kingdom,Glastonbury,South West (England),5764881
2001,Ozzy Osbourne,Down To Earth,2.78,428,48.65,11,4.42,metal,Hard Rock,United Kingdom,Marston Green,West Midlands (England),6021653
2001,Ozzy Osbourne,Down To Earth,2.78,428,48.65,11,4.42,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1995,Ozzy Osbourne,Ozzmosis,3.23,534,56.82,10,5.68,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
2007,Ozzy Osbourne,Black Rain,2.53,584,46.4,10,4.64,metal,Hard Rock,United Kingdom,Marston Green,West Midlands (England),6021653
2010,Ozzy Osbourne,Scream,2.61,475,49.2,11,4.47,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
2005,Ozzy Osbourne,Under Cover,2.02,200,59.2,15,3.95,metal,Hard Rock,United Kingdom,Marston Green,West Midlands (England),6021653
1991,Ozzy Osbourne,No More Tears,3.89,838,56.67,11,5.15,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1983,Ozzy Osbourne,Bark At The Moon,3.58,805,38.67,8,4.83,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1988,Ozzy Osbourne,No Rest For The Wicked,3.52,496,38.12,8,4.76,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1986,Ozzy Osbourne,The Ultimate Sin,3.34,549,41.27,9,4.59,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1991,Ozzy Osbourne,No More Tears,3.89,838,56.67,11,5.15,metal,Hard Rock,United Kingdom,Marston Green,West Midlands (England),6021653
1983,Ozzy Osbourne,Bark At The Moon,3.58,805,38.67,8,4.83,metal,Hard Rock,United Kingdom,Marston Green,West Midlands (England),6021653
1981,Ozzy Osbourne,Diary Of A Madman,4.06,1041,43.22,8,5.4,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1980,Ozzy Osbourne,Blizzard Of Ozz,4.15,1441,39.33,9,4.37,metal,Heavy Metal,United Kingdom,Marston Green,West Midlands (England),6021653
1992,PJ Harvey,Dry,3.95,410,40.22,11,3.66,indie,Indie Rock,United Kingdom,Bridport,South West (England),5764881
1993,PJ Harvey,Rid of Me,4.11,568,47.98,14,3.43,indie,Indie Rock,United Kingdom,Bridport,South West (England),5764881
1995,PJ Harvey,To Bring You My Love,4.22,587,42.45,10,4.24,indie,Alternative Rock,United Kingdom,Bridport,South West (England),5764881
1998,PJ Harvey,Is This Desire?,4.12,400,40.69,12,3.39,indie,Alternative Rock,United Kingdom,Bridport,South West (England),5764881
2000,PJ Harvey,"Stories From The City, Stories From The Sea",4.05,606,47.21,12,3.93,indie,Alternative Rock,United Kingdom,Bridport,South West (England),5764881
2004,PJ Harvey,Uh Huh Her,3.54,250,40.68,13,3.13,indie,Indie Rock,United Kingdom,Bridport,South West (England),5764881
2007,PJ Harvey,White Chalk,3.8,328,33.95,11,3.09,indie,Indie Rock,United Kingdom,Bridport,South West (England),5764881
2004,Pagan Altar,Lords Of Hypocrisy,4.03,83,50.33,9,5.59,metal,Doom Metal,United Kingdom,Brockley,London,8855333
2004,Pagan Altar,Lords Of Hypocrisy,4.03,83,50.33,9,5.59,metal,Heavy Metal,United Kingdom,Brockley,London,8855333
1982,Pagan Altar,Pagan Altar,3.88,42,37.43,6,6.24,metal,Doom Metal,United Kingdom,Brockley,London,8855333
1982,Pagan Altar,Pagan Altar,3.88,42,37.43,6,6.24,metal,Heavy Metal,United Kingdom,Brockley,London,8855333
1990,Pale Saints,The Comforts of Madness,3.8,131,40.98,11,3.73,indie,Indie Rock,United Kingdom,Leeds,Yorkshire and The Humber,5541262
1990,Pale Saints,The Comforts of Madness,3.8,131,40.98,11,3.73,indie,Shoegaze,United Kingdom,Leeds,Yorkshire and The Humber,5541262
1992,Pale Saints,In Ribbons,3.9,96,51.42,12,4.28,indie,Shoegaze,United Kingdom,Leeds,Yorkshire and The Humber,5541262
1994,Pale Saints,Slow Buildings,2.79,24,57.93,11,5.27,indie,Indie Rock,United Kingdom,Leeds,Yorkshire and The Humber,5541262
1994,Pale Saints,Slow Buildings,2.79,24,57.93,11,5.27,indie,Shoegaze,United Kingdom,Leeds,Yorkshire and The Humber,5541262
1984,Pallas,The Sentinel,3.7,22,60.02,6,10.0,classic,Prog Rock,United Kingdom,Aberdeen,Scotland,2683040
2009,Paloma Faith,Do You Want the Truth or Something Beautiful?,3.75,36,37.18,10,3.72,indie,Pop Rock,United Kingdom,Stoke Newington,London,8855333
2006,Paolo Nutini,These Streets,3.42,59,36.32,10,3.63,indie,Indie Rock,United Kingdom,Paisley,Scotland,2683040
2006,Paolo Nutini,These Streets,3.42,59,36.32,10,3.63,roots,Soft Rock,United Kingdom,Paisley,Scotland,2683040
2009,Paolo Nutini,Sunny Side Up,3.28,47,82.37,29,2.84,indie,Pop Rock,United Kingdom,Paisley,Scotland,2683040
2009,Paolo Nutini,Sunny Side Up,3.28,47,82.37,29,2.84,roots,Soft Rock,United Kingdom,Paisley,Scotland,2683040
2009,Paradise Lost,Faith Divides Us - Death Unites Us,3.9,527,46.05,10,4.6,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
2005,Paradise Lost,Paradise Lost,3.62,341,46.97,12,3.91,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1999,Paradise Lost,Host,3.21,337,53.22,13,4.09,indie,Alternative Rock,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1995,Paradise Lost,Draconian Times,4.26,841,48.77,12,4.06,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1993,Paradise Lost,Icon,4.19,629,50.52,13,3.89,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1992,Paradise Lost,Shades Of God,3.72,372,52.82,9,5.87,metal,Death Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1991,Paradise Lost,Gothic,3.83,478,49.52,10,4.95,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1991,Paradise Lost,Gothic,3.83,478,49.52,10,4.95,metal,Death Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1990,Paradise Lost,Lost Paradise,2.89,313,53.42,8,6.68,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1990,Paradise Lost,Lost Paradise,2.89,313,53.42,8,6.68,metal,Death Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
1992,Paradise Lost,Shades Of God,3.72,372,52.82,9,5.87,metal,Doom Metal,United Kingdom,Halifax,Yorkshire and The Humber,5541262
2005,Patrick Wolf,Wind in the Wires,4.09,96,41.5,13,3.19,indie,Pop Rock,United Kingdom,London,London,8855333
2007,Patrick Wolf,The Magic Position,3.73,90,40.65,14,2.9,roots,Folk Rock,United Kingdom,London,London,8855333
2009,Patrick Wolf,The Bachelor,3.84,85,52.84,14,3.77,indie,Alternative Rock,United Kingdom,London,London,8855333
1986,Paul McCartney,Press to Play,2.61,42,44.9,10,4.49,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1993,Paul McCartney,Off the Ground,2.96,59,50.42,12,4.2,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1997,Paul McCartney,Flaming Pie,3.93,136,53.03,14,3.79,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1999,Paul McCartney,Run Devil Run,3.2,53,40.5,15,2.7,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
2005,Paul McCartney,Chaos and Creation in the Backyard,3.87,167,46.92,15,3.13,roots,Folk Rock,United Kingdom,Liverpool,North West (England),7516113
2001,Paul McCartney,Driving Rain,3.27,57,67.13,16,4.2,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
2005,Paul McCartney,Chaos and Creation in the Backyard,3.87,167,46.92,15,3.13,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1999,Paul McCartney,Run Devil Run,3.2,53,40.5,15,2.7,roots,Rock & Roll,United Kingdom,Liverpool,North West (England),7516113
1989,Paul McCartney,Flowers in the Dirt,3.32,73,48.9,12,4.08,roots,Soft Rock,United Kingdom,Liverpool,North West (England),7516113
1983,Paul McCartney,Pipes Of Peace,2.91,75,38.55,11,3.5,roots,Soft Rock,United Kingdom,Liverpool,North West (England),7516113
1989,Paul McCartney,Flowers in the Dirt,3.32,73,48.9,12,4.08,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1984,Paul McCartney,Give My Regards to Broad Street,2.33,46,45.65,17,2.69,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
2007,Paul McCartney,Memory Almost Full,3.51,139,41.98,13,3.23,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1983,Paul McCartney,Pipes Of Peace,2.91,75,38.55,11,3.5,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1982,Paul McCartney,Tug of War,3.77,124,40.05,12,3.34,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1980,Paul McCartney,McCartney II,3.24,123,38.02,11,3.46,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1971,Paul McCartney,Ram,4.2,379,42.4,12,3.53,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1970,Paul McCartney,McCartney,3.6,225,34.66,14,2.48,indie,Pop Rock,United Kingdom,Liverpool,North West (England),7516113
1989,Paul McCartney,Flowers in the Dirt,3.32,73,48.9,12,4.08,roots,Folk Rock,United Kingdom,Liverpool,North West (England),7516113
1993,Paul Weller,Wild Wood,3.72,41,51.65,15,3.44,indie,Indie Rock,United Kingdom,Woking,South East (England),9379833
1995,Paul Weller,Stanley Road,3.79,48,52.03,12,4.34,indie,Indie Rock,United Kingdom,Woking,South East (England),9379833
1993,Paul Weller,Wild Wood,3.72,41,51.65,15,3.44,indie,Alternative Rock,United Kingdom,Woking,South East (England),9379833
1995,Paul Weller,Stanley Road,3.79,48,52.03,12,4.34,roots,Rock & Roll,United Kingdom,Woking,South East (England),9379833
1994,Peach,Giving Birth To A Stone,3.4,49,44.58,10,4.46,indie,Alternative Rock,United Kingdom,London,London,8855333
1985,Pendragon,The Jewel,3.48,25,43.73,7,6.25,classic,Prog Rock,United Kingdom,Stroud,South West (England),5764881
1991,Pendragon,The World,3.71,28,58.67,6,9.78,classic,Prog Rock,United Kingdom,Stroud,South West (England),5764881
1993,Pendragon,The Window of Life,4.01,39,53.67,6,8.94,classic,Prog Rock,United Kingdom,Stroud,South West (England),5764881
1996,Pendragon,The Masquerade Overture,4.12,45,57.03,7,8.15,classic,Prog Rock,United Kingdom,Stroud,South West (England),5764881
2001,Pendragon,Not of This World,4.07,35,30.25,8,3.78,classic,Prog Rock,United Kingdom,Stroud,South West (England),5764881
2008,Pendragon,Pure,3.67,35,53.2,7,7.6,classic,Prog Rock,United Kingdom,Stroud,South West (England),5764881
1981,Penguin Cafe Orchestra,Penguin Cafe Orchestra,3.89,23,47.47,15,3.16,classic,Art Rock,United Kingdom,London,London,8855333
2008,People In Planes,Beyond the Horizon,3.74,44,53.5,12,4.46,indie,Alternative Rock,United Kingdom,Porthcawl,Wales,3131640
2008,People In Planes,Beyond the Horizon,3.74,44,53.5,12,4.46,indie,Indie Rock,United Kingdom,Porthcawl,Wales,3131640
2002,Pet Shop Boys,Release,3.31,35,44.93,10,4.49,indie,Pop Rock,United Kingdom,London,London,8855333
1982,Pete Townshend,All The Best Cowboys Have Chinese Eyes,3.89,27,41.23,11,3.75,classic,Classic Rock,United Kingdom,London,London,8855333
1980,Pete Townshend,Empty Glass,3.97,64,40.14,10,4.01,roots,Rock & Roll,United Kingdom,London,London,8855333
1982,Pete Townshend,All The Best Cowboys Have Chinese Eyes,3.89,27,41.23,11,3.75,roots,Rock & Roll,United Kingdom,London,London,8855333
1972,Pete Townshend,Who Came First,3.84,22,36.6,9,4.07,roots,Folk Rock,United Kingdom,London,London,8855333
1980,Pete Townshend,Empty Glass,3.97,64,40.14,10,4.01,indie,Pop Rock,United Kingdom,London,London,8855333
1976,Peter Frampton,Frampton Comes Alive!,3.96,92,78.12,14,5.58,indie,Pop Rock,United Kingdom,Beckenham,London,8855333
1976,Peter Frampton,Frampton Comes Alive!,3.96,92,78.12,14,5.58,roots,Rock & Roll,United Kingdom,Beckenham,London,8855333
2002,Peter Gabriel,Up,3.92,249,66.73,10,6.67,indie,Pop Rock,United Kingdom,Chobham,South East (England),9379833
1992,Peter Gabriel,Us,3.72,275,57.62,10,5.76,indie,Pop Rock,United Kingdom,Chobham,South East (England),9379833
1994,Peter Gabriel,Secret World Live,4.25,54,99.8,15,6.65,indie,Pop Rock,United Kingdom,Chobham,South East (England),9379833
1986,Peter Gabriel,So,4.2,590,44.19,8,5.52,indie,Pop Rock,United Kingdom,Chobham,South East (England),9379833
1986,Peter Gabriel,So,4.2,590,44.19,8,5.52,classic,Art Rock,United Kingdom,Chobham,South East (England),9379833
1992,Peter Gabriel,Us,3.72,275,57.62,10,5.76,classic,Art Rock,United Kingdom,Chobham,South East (England),9379833
1970,Peter Green,The End of the Game,3.65,25,37.65,6,6.28,classic,Prog Rock,United Kingdom,Bethnal Green,London,8855333
1978,Peter Hammill,The Future Now,3.81,29,55.43,12,4.62,classic,Art Rock,United Kingdom,Manchester,North West (England),7516113
1981,Peter Hammill,Sitting Targets,3.48,22,44.4,11,4.04,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1980,Peter Hammill,A Black Box,3.9,27,40.89,8,5.11,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1980,Peter Hammill,A Black Box,3.9,27,40.89,8,5.11,classic,Art Rock,United Kingdom,Manchester,North West (England),7516113
1979,Peter Hammill,pH7,3.79,26,39.42,11,3.58,classic,Art Rock,United Kingdom,Manchester,North West (England),7516113
1975,Peter Hammill,Nadir's Big Chance,4.0,40,48.23,11,4.38,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1977,Peter Hammill,Over,4.12,46,51.51,8,6.44,classic,Art Rock,United Kingdom,Manchester,North West (England),7516113
1974,Peter Hammill,The Silent Corner and the Empty Stage,4.11,72,49.75,7,7.11,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1971,Peter Hammill,Fool's Mate,3.78,23,62.21,12,5.18,classic,Art Rock,United Kingdom,Manchester,North West (England),7516113
1971,Peter Hammill,Fool's Mate,3.78,23,62.21,12,5.18,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1973,Peter Hammill,Chameleon in the Shadow of the Night,4.01,28,68.29,11,6.21,classic,Art Rock,United Kingdom,Manchester,North West (England),7516113
